"Sales_ID";"Order_ID";"Order_Date";"Ship_Date";"customer_key";"product_key";"Ship_Mode_ID";"Quantity";"Sales";"Profit"
2463;"CA-2015-134747";"2015-10-12";"2015-10-17";1313;1447;1;3;135.72;35.29
2464;"CA-2017-121615";"2017-11-03";"2017-11-09";1314;1110;2;3;14.94;6.87
2465;"CA-2017-121615";"2017-11-03";"2017-11-09";1314;413;2;5;52.4;14.15
2466;"CA-2017-121615";"2017-11-03";"2017-11-09";1314;1538;2;2;8.56;3.85
2467;"CA-2017-143329";"2017-11-03";"2017-11-08";1326;62;2;3;41.37;17.38
2468;"CA-2016-106558";"2016-01-17";"2016-01-21";1328;291;2;4;316.0;31.6
2469;"US-2017-117723";"2017-08-15";"2017-08-18";1332;338;1;6;1801.63;-337.81
2470;"CA-2015-168480";"2015-09-21";"2015-09-27";1343;848;2;1;25.99;7.54
2471;"CA-2015-168480";"2015-09-21";"2015-09-27";1343;1114;2;4;194.32;31.09
2472;"CA-2016-160500";"2016-05-05";"2016-05-08";1349;484;3;3;298.78;7.47
2473;"CA-2016-160500";"2016-05-05";"2016-05-08";1349;1225;3;5;6.72;2.35
2474;"CA-2016-144554";"2016-11-07";"2016-11-12";1357;1259;2;3;119.98;22.5
2475;"CA-2017-157854";"2017-04-08";"2017-04-15";1359;1045;2;3;2690.97;1264.76
2476;"CA-2017-157854";"2017-04-08";"2017-04-15";1359;1527;2;6;56.28;15.76
2477;"CA-2014-129574";"2014-05-26";"2014-05-29";1402;866;3;5;48.4;23.23
2478;"CA-2016-152072";"2016-01-15";"2016-01-19";1406;134;2;3;254.97;91.79
2479;"CA-2016-152072";"2016-01-15";"2016-01-19";1406;955;2;2;4.66;1.35
2480;"CA-2016-152072";"2016-01-15";"2016-01-19";1406;1377;2;2;52.34;24.6
2481;"US-2016-164189";"2016-03-24";"2016-03-28";1424;1471;2;4;403.17;25.2
2482;"CA-2017-134404";"2017-12-27";"2017-12-27";1430;289;4;4;13.25;3.64
2483;"CA-2017-134404";"2017-12-27";"2017-12-27";1430;979;4;2;164.39;-35.62
2484;"CA-2015-104626";"2015-09-01";"2015-09-08";1433;195;2;6;1088.76;315.74
2485;"CA-2015-104626";"2015-09-01";"2015-09-08";1433;1515;2;2;124.36;27.36
2486;"CA-2015-104626";"2015-09-01";"2015-09-08";1433;318;2;1;60.74;15.19
2487;"CA-2015-104626";"2015-09-01";"2015-09-08";1433;578;2;5;114.6;51.57
2488;"US-2015-163783";"2015-12-27";"2016-01-01";1434;1273;2;3;12.67;-3.17
2489;"CA-2017-139773";"2017-12-04";"2017-12-04";1455;1167;4;7;188.55;-2.69
2490;"US-2016-127971";"2016-11-20";"2016-11-27";1466;663;2;3;7.07;-2.83
2491;"US-2016-127971";"2016-11-20";"2016-11-27";1466;1291;2;7;122.92;46.1
2492;"US-2016-127971";"2016-11-20";"2016-11-27";1466;1193;2;5;318.43;-77.33
2493;"US-2017-132297";"2017-05-27";"2017-06-02";1472;1404;2;3;539.97;134.99
2494;"US-2017-132297";"2017-05-27";"2017-06-02";1472;568;2;2;58.34;28.0
2495;"CA-2017-123134";"2017-05-02";"2017-05-07";1484;906;2;3;129.93;12.99
2496;"CA-2017-121909";"2017-07-31";"2017-08-05";1497;1451;2;3;54.82;17.82
2497;"CA-2017-122707";"2017-04-16";"2017-04-18";1513;1476;3;2;25.98;1.56
2498;"CA-2017-122707";"2017-04-16";"2017-04-18";1513;1474;3;4;477.24;9.54
2499;"CA-2017-161739";"2017-11-10";"2017-11-15";1514;1595;1;5;341.96;-427.45
2500;"US-2015-110569";"2015-05-23";"2015-05-30";1522;613;2;4;121.79;13.7
2501;"US-2015-110569";"2015-05-23";"2015-05-30";1522;489;2;7;19.19;-12.8
2502;"US-2016-164630";"2016-01-04";"2016-01-09";1535;1171;2;4;959.97;120.0
2503;"CA-2017-149895";"2017-09-08";"2017-09-12";1544;1239;2;2;258.53;-47.4
2504;"US-2017-140074";"2017-03-23";"2017-03-29";1553;1230;2;6;25.68;11.56
2505;"CA-2017-114524";"2017-03-31";"2017-04-05";1566;1179;1;13;13.47;-22.9
2506;"CA-2014-107594";"2014-07-02";"2014-07-06";1581;935;2;1;5.58;2.18
2507;"CA-2014-107594";"2014-07-02";"2014-07-06";1581;535;2;2;73.98;19.97
2508;"CA-2015-149384";"2015-07-10";"2015-07-10";1582;1373;4;3;3.37;-2.24
2509;"CA-2014-102295";"2014-11-24";"2014-11-26";1591;1143;1;1;120.71;-18.11
2510;"CA-2014-143840";"2014-05-22";"2014-05-29";1612;1299;2;1;44.95;12.59
2511;"CA-2014-143840";"2014-05-22";"2014-05-29";1612;566;2;2;135.98;34.0
2512;"CA-2015-142041";"2015-06-07";"2015-06-09";1633;480;1;5;7.52;2.63
2513;"CA-2015-113404";"2015-07-16";"2015-07-16";1634;439;4;3;700.15;78.77
2514;"CA-2015-113404";"2015-07-16";"2015-07-16";1634;524;4;6;1348.7;-219.16
2515;"CA-2015-139584";"2015-08-24";"2015-08-28";1635;447;2;2;26.0;11.7
2516;"CA-2015-139584";"2015-08-24";"2015-08-28";1635;20;2;2;284.36;-75.83
2517;"CA-2017-137344";"2017-08-20";"2017-08-20";1637;754;4;3;40.29;10.48
2518;"CA-2017-122035";"2017-07-20";"2017-07-25";1644;1588;2;3;389.97;132.59
2519;"CA-2017-122035";"2017-07-20";"2017-07-25";1644;1096;2;7;60.83;30.42
2520;"CA-2017-122035";"2017-07-20";"2017-07-25";1644;1235;2;3;182.94;27.44
2521;"CA-2017-122035";"2017-07-20";"2017-07-25";1644;436;2;5;43.0;20.21
2522;"CA-2017-122035";"2017-07-20";"2017-07-25";1644;19;2;2;416.32;112.41
2523;"CA-2017-122035";"2017-07-20";"2017-07-25";1644;669;2;2;14.62;6.87
2524;"CA-2017-134915";"2017-11-12";"2017-11-12";1663;1160;4;2;671.98;50.4
2525;"CA-2017-134915";"2017-11-12";"2017-11-12";1663;562;4;2;7.92;0.69
2526;"CA-2017-134915";"2017-11-12";"2017-11-12";1663;1159;4;2;113.89;9.97
2527;"CA-2017-134915";"2017-11-12";"2017-11-12";1663;1203;4;5;23.12;8.38
2528;"CA-2017-134915";"2017-11-12";"2017-11-12";1663;447;4;4;41.6;13.0
2529;"CA-2016-165848";"2016-06-04";"2016-06-04";1668;841;4;1;136.78;5.13
2530;"CA-2016-165848";"2016-06-04";"2016-06-04";1668;1351;4;3;1349.85;364.46
2531;"CA-2016-165848";"2016-06-04";"2016-06-04";1668;964;4;3;14.94;7.02
2532;"US-2016-159856";"2016-10-18";"2016-10-22";1675;56;2;5;307.92;-34.64
2533;"CA-2017-149888";"2017-11-07";"2017-11-13";1682;1237;2;4;350.35;-140.14
2534;"CA-2017-149888";"2017-11-07";"2017-11-13";1682;1197;2;5;359.97;-71.99
2535;"CA-2017-157483";"2017-11-11";"2017-11-18";1683;1264;2;7;181.86;50.92
2536;"CA-2017-102099";"2017-12-18";"2017-12-19";1687;644;3;5;32.4;15.55
2537;"CA-2017-102099";"2017-12-18";"2017-12-19";1687;747;3;2;12.96;6.22
2538;"CA-2017-102099";"2017-12-18";"2017-12-19";1687;276;3;3;6.63;1.79
2539;"CA-2015-127019";"2015-12-21";"2015-12-25";1688;1019;2;7;60.98;4.57
2540;"CA-2016-127775";"2016-06-11";"2016-06-13";1693;603;1;3;239.97;71.99
2541;"CA-2014-108189";"2014-10-02";"2014-10-05";1696;794;3;1;7.16;-0.09
2542;"CA-2014-108189";"2014-10-02";"2014-10-05";1696;621;3;3;230.38;20.16
2543;"CA-2014-108189";"2014-10-02";"2014-10-05";1696;1287;3;2;15.36;-3.26
2544;"CA-2014-108189";"2014-10-02";"2014-10-05";1696;1285;3;6;12.77;4.63
2545;"CA-2014-108189";"2014-10-02";"2014-10-05";1696;233;3;2;318.4;107.46
2546;"CA-2014-108189";"2014-10-02";"2014-10-05";1696;679;3;2;4.67;1.46
2547;"CA-2017-127460";"2017-07-10";"2017-07-14";1728;984;2;6;298.46;26.12
2548;"CA-2017-104640";"2017-11-10";"2017-11-16";1741;1239;2;2;430.88;124.96
2549;"CA-2017-104640";"2017-11-10";"2017-11-16";1741;813;2;3;931.18;314.27
2550;"CA-2017-104801";"2017-02-13";"2017-02-19";1745;494;2;1;107.53;21.51
2551;"CA-2017-104801";"2017-02-13";"2017-02-19";1745;584;2;4;799.96;343.98
2552;"CA-2017-104801";"2017-02-13";"2017-02-19";1745;260;2;3;6.63;1.79
2553;"CA-2016-132143";"2016-09-03";"2016-09-05";1758;650;3;7;48.16;22.15
2554;"CA-2017-127929";"2017-12-23";"2017-12-27";1762;210;2;3;181.95;38.21
2555;"CA-2017-163321";"2017-08-07";"2017-08-11";1780;96;1;1;79.99;22.0
2556;"CA-2017-141992";"2017-06-19";"2017-06-25";1788;33;2;2;153.58;-32.64
2557;"CA-2017-141992";"2017-06-19";"2017-06-25";1788;1280;2;1;11.18;0.84
2558;"CA-2015-155306";"2015-04-17";"2015-04-21";1804;1206;2;2;11.96;5.86
2559;"CA-2015-155306";"2015-04-17";"2015-04-21";1804;1304;2;5;1447.65;419.82
2560;"CA-2015-155306";"2015-04-17";"2015-04-21";1804;1346;2;5;783.96;68.6
2561;"CA-2015-155306";"2015-04-17";"2015-04-21";1804;477;2;3;323.37;129.35
2562;"CA-2015-155306";"2015-04-17";"2015-04-21";1804;846;2;2;5.56;2.22
2563;"US-2015-110163";"2015-11-01";"2015-11-04";1815;113;3;1;7.88;1.77
2564;"CA-2017-110842";"2017-11-11";"2017-11-16";1818;688;2;5;121.6;39.52
2565;"CA-2017-110842";"2017-11-11";"2017-11-16";1818;1526;2;3;19.44;9.33
2566;"CA-2017-110842";"2017-11-11";"2017-11-16";1818;1019;2;1;10.89;2.83
2567;"CA-2015-139850";"2015-06-12";"2015-06-17";1830;1391;2;2;43.3;4.33
2568;"CA-2015-139850";"2015-06-12";"2015-06-17";1830;1168;2;4;20.74;7.26
2569;"CA-2016-153353";"2016-08-18";"2016-08-24";1841;806;2;1;39.99;11.6
2570;"CA-2014-128986";"2014-08-03";"2014-08-05";1849;1317;1;3;93.02;33.72
2571;"US-2015-120572";"2015-12-11";"2015-12-15";1859;97;2;2;12.83;-8.98
2572;"CA-2017-146031";"2017-07-29";"2017-08-01";1879;306;1;9;60.12;22.24
2573;"US-2014-143231";"2014-12-31";"2015-01-03";1882;1590;3;3;113.97;27.35
2574;"US-2014-143231";"2014-12-31";"2015-01-03";1882;1604;3;5;63.2;23.38
2575;"CA-2017-122595";"2017-12-14";"2017-12-20";1886;1312;2;3;227.98;28.5
2576;"CA-2016-139157";"2016-10-01";"2016-10-05";1901;1416;2;1;330.59;-115.71
2577;"CA-2014-102988";"2014-04-05";"2014-04-09";1903;362;1;5;4164.05;83.28
2578;"CA-2014-102988";"2014-04-05";"2014-04-09";1903;1195;1;7;22.96;6.66
2579;"CA-2014-102988";"2014-04-05";"2014-04-09";1903;503;1;2;12.96;6.35
2580;"CA-2014-102988";"2014-04-05";"2014-04-09";1903;1084;1;1;28.99;8.41
2581;"CA-2014-102988";"2014-04-05";"2014-04-09";1903;736;1;7;22.96;7.58
2582;"CA-2017-102750";"2017-09-04";"2017-09-08";1905;378;1;3;1322.35;-99.18
2583;"CA-2015-144386";"2015-11-05";"2015-11-11";1911;909;2;6;25.34;8.87
2584;"US-2016-169040";"2016-12-06";"2016-12-12";1919;244;2;3;59.81;19.44
2585;"US-2016-169040";"2016-12-06";"2016-12-12";1919;202;2;5;189.7;89.16
2586;"US-2016-169040";"2016-12-06";"2016-12-12";1919;190;2;7;248.08;116.6
2587;"US-2016-169040";"2016-12-06";"2016-12-12";1919;665;2;7;47.21;15.34
2588;"US-2016-169040";"2016-12-06";"2016-12-12";1919;29;2;1;35.89;16.15
2589;"US-2016-169040";"2016-12-06";"2016-12-12";1919;1404;2;3;431.98;27.0
2590;"US-2016-169040";"2016-12-06";"2016-12-12";1919;1346;2;1;156.79;13.72
2591;"CA-2014-158029";"2014-05-26";"2014-05-30";1970;1141;2;2;225.3;22.53
2592;"CA-2014-153969";"2014-09-21";"2014-09-25";1971;1445;2;3;19.35;9.48
2593;"CA-2014-153969";"2014-09-21";"2014-09-25";1971;1263;2;2;239.98;24.0
2594;"CA-2014-153969";"2014-09-21";"2014-09-25";1971;1538;2;9;38.52;17.33
2595;"CA-2014-153969";"2014-09-21";"2014-09-25";1971;1260;2;3;59.52;15.48
2596;"CA-2014-153969";"2014-09-21";"2014-09-25";1971;1292;2;5;78.35;36.82
2597;"CA-2014-153969";"2014-09-21";"2014-09-25";1971;1066;2;2;15.56;7.31
2598;"CA-2016-164784";"2016-05-01";"2016-05-04";1973;1149;3;2;2.74;-2.01
2599;"CA-2016-164784";"2016-05-01";"2016-05-04";1973;162;3;3;370.62;-142.07
2600;"CA-2016-164784";"2016-05-01";"2016-05-04";1973;529;3;1;3.98;1.29
2601;"CA-2014-142727";"2014-04-29";"2014-05-01";1977;1106;1;3;17.94;8.61
2602;"CA-2014-142727";"2014-04-29";"2014-05-01";1977;921;1;2;51.96;12.99
2603;"CA-2015-169201";"2015-09-28";"2015-10-01";1985;1035;3;2;43.56;15.25
2604;"CA-2015-169201";"2015-09-28";"2015-10-01";1985;702;3;3;43.26;14.28
2605;"CA-2016-111794";"2016-10-01";"2016-10-01";1996;241;4;1;28.35;9.57
2606;"CA-2016-111794";"2016-10-01";"2016-10-01";1996;350;4;3;79.51;20.87
2607;"CA-2017-146724";"2017-11-20";"2017-11-27";1998;479;2;10;22.0;9.68
2608;"CA-2017-169978";"2017-12-24";"2017-12-28";1999;1049;2;3;14.38;4.85
2609;"CA-2017-169978";"2017-12-24";"2017-12-28";1999;499;2;2;271.76;48.31
2610;"CA-2017-131492";"2017-10-19";"2017-10-24";2001;1191;1;2;24.37;-3.35
2611;"CA-2017-131492";"2017-10-19";"2017-10-24";2001;783;1;10;31.5;15.12
2612;"CA-2017-131492";"2017-10-19";"2017-10-24";2001;1242;1;2;8.96;4.3
2613;"CA-2017-134607";"2017-10-03";"2017-10-08";2019;719;1;2;22.58;5.87
2614;"US-2016-110170";"2016-09-27";"2016-10-03";2025;1210;2;7;956.66;-225.1
2615;"CA-2017-129805";"2017-12-28";"2018-01-02";2030;733;2;2;7.4;3.03
2616;"CA-2015-110632";"2015-03-17";"2015-03-22";2048;761;1;2;33.82;9.13
2617;"CA-2015-110632";"2015-03-17";"2015-03-22";2048;1331;1;1;15.02;2.7
2618;"CA-2015-135538";"2015-12-24";"2015-12-28";2051;304;2;4;883.84;99.43
2619;"CA-2017-165491";"2017-03-20";"2017-03-24";2058;1590;2;7;265.93;63.82
2620;"CA-2017-158743";"2017-10-20";"2017-10-27";2070;568;2;5;145.85;70.01
2621;"CA-2017-158743";"2017-10-20";"2017-10-27";2070;519;2;2;39.96;18.78
2622;"CA-2017-158743";"2017-10-20";"2017-10-27";2070;1205;2;4;13.36;4.14
2623;"CA-2014-151295";"2014-11-12";"2014-11-16";2089;656;2;3;629.06;31.45
2624;"CA-2014-151295";"2014-11-12";"2014-11-16";2089;797;2;2;11.96;5.86
2625;"US-2015-104185";"2015-09-03";"2015-09-08";2099;858;1;1;120.33;31.29
2626;"CA-2017-124674";"2017-11-17";"2017-11-23";2115;1452;2;2;327.73;-14.46
2627;"CA-2016-139269";"2016-05-25";"2016-05-30";2117;166;2;9;1267.65;152.12
2628;"CA-2016-139269";"2016-05-25";"2016-05-30";2117;866;2;2;19.36;9.29
2629;"CA-2016-139269";"2016-05-25";"2016-05-30";2117;1170;2;4;24.96;6.24
2630;"CA-2016-118626";"2016-08-15";"2016-08-20";2126;1325;2;7;705.54;70.55
2631;"CA-2017-139913";"2017-10-23";"2017-10-29";2135;384;2;3;35.88;10.05
2632;"CA-2017-139913";"2017-10-23";"2017-10-29";2135;1536;2;11;69.08;29.01
2633;"CA-2017-139913";"2017-10-23";"2017-10-29";2135;497;2;5;26.4;11.88
2634;"CA-2017-139913";"2017-10-23";"2017-10-29";2135;1535;2;2;11.56;5.66
2635;"CA-2017-156818";"2017-07-11";"2017-07-13";2157;373;1;6;132.6;17.24
2636;"CA-2015-145184";"2015-11-27";"2015-11-29";2164;1194;3;3;104.97;7.35
2637;"CA-2015-145184";"2015-11-27";"2015-11-29";2164;1192;3;3;83.97;23.51
2638;"US-2015-147739";"2015-12-25";"2015-12-29";2165;1595;2;4;547.14;-68.39
2639;"CA-2017-155880";"2017-03-25";"2017-03-31";2168;967;2;3;368.97;40.59
2640;"CA-2017-155880";"2017-03-25";"2017-03-31";2168;514;2;7;1526.56;427.44
2641;"CA-2017-155880";"2017-03-25";"2017-03-31";2168;1153;2;1;90.99;14.56
2642;"CA-2015-121720";"2015-06-11";"2015-06-12";2177;594;3;4;563.81;21.14
2643;"CA-2015-121720";"2015-06-11";"2015-06-12";2177;448;3;2;1036.62;51.83
2644;"CA-2015-121720";"2015-06-11";"2015-06-12";2177;1333;3;2;3.77;-3.14
2645;"CA-2015-121720";"2015-06-11";"2015-06-12";2177;369;3;5;78.6;-62.88
2646;"CA-2015-121720";"2015-06-11";"2015-06-12";2177;136;3;2;60.77;7.6
2647;"CA-2015-121720";"2015-06-11";"2015-06-12";2177;1236;3;3;48.67;7.3
2648;"CA-2015-121720";"2015-06-11";"2015-06-12";2177;478;3;2;249.58;31.2
2649;"CA-2015-121720";"2015-06-11";"2015-06-12";2177;524;3;5;1123.92;-182.64
2650;"CA-2015-129770";"2015-02-21";"2015-02-23";2184;115;1;4;49.12;23.09
2651;"CA-2017-108070";"2017-04-16";"2017-04-20";2201;188;2;1;102.83;-6.05
2652;"US-2017-146416";"2017-10-20";"2017-10-22";2206;1270;1;4;20.93;7.59
2653;"US-2017-146416";"2017-10-20";"2017-10-22";2206;1034;1;1;3.75;1.8
2654;"CA-2016-167290";"2016-10-30";"2016-11-04";2217;611;2;2;11.68;3.5
2655;"US-2017-110604";"2017-05-15";"2017-05-20";2218;304;2;1;220.96;24.86
2656;"US-2017-110604";"2017-05-15";"2017-05-20";2218;1375;2;2;42.62;4.26
2657;"US-2017-110604";"2017-05-15";"2017-05-20";2218;840;2;2;39.96;17.18
2658;"CA-2016-164483";"2016-01-30";"2016-02-03";2237;513;2;2;17.46;5.89
2659;"US-2014-126571";"2014-10-11";"2014-10-15";2243;299;2;3;201.43;67.98
2660;"US-2014-126571";"2014-10-11";"2014-10-15";2243;594;2;2;281.9;10.57
2661;"CA-2017-167941";"2017-11-06";"2017-11-09";2250;340;1;4;259.14;-51.83
2662;"CA-2017-167941";"2017-11-06";"2017-11-09";2250;1343;1;2;28.27;6.36
2663;"CA-2017-167941";"2017-11-06";"2017-11-09";2250;298;1;8;13.27;-10.62
2664;"CA-2017-167941";"2017-11-06";"2017-11-09";2250;353;1;6;31.1;10.89
2665;"CA-2017-167941";"2017-11-06";"2017-11-09";2250;19;1;3;499.58;43.71
2666;"CA-2016-124772";"2016-12-05";"2016-12-06";2261;1434;3;3;191.82;74.81
2667;"CA-2017-138548";"2017-08-15";"2017-08-21";2263;105;2;2;97.84;25.44
2668;"CA-2017-119578";"2017-12-22";"2017-12-27";2269;1227;1;1;220.98;50.83
2669;"CA-2017-119578";"2017-12-22";"2017-12-27";2269;100;1;6;695.16;34.76
2670;"CA-2017-132122";"2017-07-09";"2017-07-14";2286;1464;2;5;228.92;14.31
2671;"US-2017-112613";"2017-05-28";"2017-06-01";2292;1421;2;4;54.37;4.08
2672;"US-2016-114293";"2016-11-21";"2016-11-26";2303;1235;2;4;195.14;-12.2
2673;"CA-2016-163986";"2016-09-03";"2016-09-10";2308;963;2;5;54.5;14.17
2674;"US-2017-103828";"2017-08-13";"2017-08-13";2325;1530;4;4;31.92;9.26
2675;"US-2017-103828";"2017-08-13";"2017-08-13";2325;74;4;3;59.52;15.48
2676;"US-2017-103828";"2017-08-13";"2017-08-13";2325;804;4;7;83.79;22.62
2677;"US-2017-103828";"2017-08-13";"2017-08-13";2325;413;4;3;31.44;8.49
2678;"CA-2014-121727";"2014-08-19";"2014-08-24";2329;49;2;2;10.72;1.74
2679;"CA-2017-142622";"2017-10-30";"2017-11-02";2333;862;3;2;199.98;38.0
2680;"CA-2017-142622";"2017-10-30";"2017-11-02";2333;1522;3;8;614.27;-23.04
2681;"CA-2017-142622";"2017-10-30";"2017-11-02";2333;1235;3;2;97.57;-6.1
2682;"CA-2016-117849";"2016-04-15";"2016-04-17";2358;225;1;3;143.7;68.98
2683;"CA-2014-165428";"2014-09-01";"2014-09-04";2366;283;3;6;31.1;10.89
2684;"CA-2014-165428";"2014-09-01";"2014-09-04";2366;645;3;3;3.65;-6.02
2685;"CA-2016-138933";"2016-04-24";"2016-04-27";2367;374;3;1;3.98;1.39
2686;"CA-2014-162362";"2014-11-14";"2014-11-18";2381;465;2;4;11.52;5.64
2687;"CA-2014-162362";"2014-11-14";"2014-11-18";2381;35;2;3;12.72;6.36
2688;"CA-2015-142944";"2015-03-06";"2015-03-11";2399;1566;2;2;1119.98;377.99
2689;"CA-2015-142944";"2015-03-06";"2015-03-11";2399;1515;2;7;435.26;95.76
2690;"CA-2015-112557";"2015-04-25";"2015-04-28";2401;34;3;3;206.43;90.83
2691;"CA-2015-138534";"2015-07-17";"2015-07-19";2417;1051;1;2;195.47;-13.8
2692;"CA-2017-115931";"2017-12-22";"2017-12-26";2431;1022;2;5;18.45;8.67
2693;"CA-2017-115931";"2017-12-22";"2017-12-26";2431;223;2;3;37.32;10.45
2694;"CA-2017-115931";"2017-12-22";"2017-12-26";2431;739;2;4;67.04;6.7
2695;"CA-2017-115931";"2017-12-22";"2017-12-26";2431;18;2;3;4.17;1.08
2696;"CA-2014-144624";"2014-11-19";"2014-11-23";2432;1126;2;7;4548.81;1228.18
2697;"US-2015-128090";"2015-08-16";"2015-08-22";2433;973;2;2;5.04;1.76
2698;"US-2015-128090";"2015-08-16";"2015-08-22";2433;1060;2;8;313.02;105.65
2699;"US-2015-128090";"2015-08-16";"2015-08-22";2433;1124;2;5;1879.96;211.5
2700;"US-2015-128090";"2015-08-16";"2015-08-22";2433;994;2;1;2.3;0.26
2701;"CA-2014-157721";"2014-09-02";"2014-09-05";2440;1551;3;1;70.71;4.95
2702;"CA-2014-157721";"2014-09-02";"2014-09-05";2440;1071;3;1;19.9;8.96
2703;"CA-2015-116092";"2015-02-15";"2015-02-18";2441;1486;1;3;19.44;9.33
2704;"CA-2015-116092";"2015-02-15";"2015-02-18";2441;1484;1;6;541.44;157.02
2705;"CA-2015-116092";"2015-02-15";"2015-02-18";2441;465;1;5;11.52;4.18
2706;"CA-2015-116092";"2015-02-15";"2015-02-18";2441;1078;1;5;41.72;13.04
2707;"CA-2015-116092";"2015-02-15";"2015-02-18";2441;1482;1;2;13.36;6.41
2708;"CA-2014-107916";"2014-08-24";"2014-08-26";2468;909;3;3;12.67;4.44
2709;"CA-2014-107916";"2014-08-24";"2014-08-26";2468;1243;3;2;13.28;6.37
2710;"US-2015-137008";"2015-10-02";"2015-10-08";2469;505;2;1;90.0;32.4
2711;"US-2015-137008";"2015-10-02";"2015-10-08";2469;156;2;4;51.12;23.0
2712;"US-2015-137008";"2015-10-02";"2015-10-08";2469;1279;2;5;94.85;45.53
2713;"CA-2016-146171";"2016-03-11";"2016-03-15";2483;858;2;4;481.32;125.14
2714;"CA-2016-146171";"2016-03-11";"2016-03-15";2483;1383;2;4;76.92;31.54
2715;"CA-2016-124562";"2016-12-08";"2016-12-12";2485;1229;2;7;12.96;-9.5
2716;"CA-2017-150525";"2017-02-20";"2017-02-25";2487;1301;2;3;13.11;3.41
2717;"CA-2017-150525";"2017-02-20";"2017-02-25";2487;1064;2;2;6.56;1.9
2718;"CA-2016-153318";"2016-10-25";"2016-10-28";2500;408;3;5;783.96;78.4
2719;"CA-2016-124051";"2016-12-29";"2016-12-30";2542;1317;3;6;186.05;67.44
2720;"CA-2016-133123";"2016-09-06";"2016-09-11";2560;800;2;2;3.2;-2.46
2721;"CA-2016-133123";"2016-09-06";"2016-09-11";2560;835;2;3;95.95;29.99
2722;"CA-2017-101182";"2017-09-04";"2017-09-05";2564;1004;3;3;43.18;15.11
2723;"CA-2017-101182";"2017-09-04";"2017-09-05";2564;353;3;2;12.96;6.22
2724;"CA-2017-159352";"2017-03-12";"2017-03-17";2575;718;2;7;69.93;32.17
2725;"CA-2015-109470";"2015-12-31";"2016-01-03";2586;688;1;12;364.8;167.81
2726;"CA-2015-109470";"2015-12-31";"2016-01-03";2586;908;1;5;76.3;38.15
2727;"CA-2015-109470";"2015-12-31";"2016-01-03";2586;431;1;4;60.64;27.89
2728;"CA-2015-109470";"2015-12-31";"2016-01-03";2586;785;1;3;94.74;44.53
2729;"US-2016-128293";"2016-06-02";"2016-06-05";2587;340;3;1;64.78;-12.96
2730;"CA-2016-138695";"2016-05-28";"2016-06-03";2594;337;2;13;62.19;19.44
2731;"CA-2016-138695";"2016-05-28";"2016-06-03";2594;1235;2;8;390.27;-24.39
2732;"CA-2014-165309";"2014-11-11";"2014-11-15";2597;995;2;3;241.18;15.07
2733;"CA-2014-165309";"2014-11-11";"2014-11-15";2597;945;2;2;148.48;16.7
2734;"CA-2014-165309";"2014-11-11";"2014-11-15";2597;1310;2;8;262.34;95.1
2735;"CA-2014-165309";"2014-11-11";"2014-11-15";2597;830;2;5;21.72;7.87
2736;"CA-2014-165309";"2014-11-11";"2014-11-15";2597;1180;2;3;67.56;6.76
2737;"CA-2014-165309";"2014-11-11";"2014-11-15";2597;1229;2;1;1.23;-1.97
2738;"CA-2014-165309";"2014-11-11";"2014-11-15";2597;1045;2;5;896.99;-1480.03
2739;"CA-2014-113579";"2014-12-13";"2014-12-15";2603;1032;1;6;90.24;41.51
2740;"CA-2016-144792";"2016-04-30";"2016-05-04";2621;305;2;7;111.89;22.38
2741;"CA-2017-149559";"2017-09-11";"2017-09-12";2638;1184;4;8;2054.27;256.78
2742;"CA-2017-149559";"2017-09-11";"2017-09-12";2638;1183;4;2;22.18;10.87
2743;"CA-2017-149559";"2017-09-11";"2017-09-12";2638;747;4;2;12.96;6.22
2744;"CA-2016-153577";"2016-06-27";"2016-07-01";2643;1099;2;3;539.66;-7.71
2745;"CA-2016-153577";"2016-06-27";"2016-07-01";2643;865;2;7;37.46;12.18
2746;"CA-2014-138023";"2014-08-15";"2014-08-18";2654;422;3;8;30.96;-52.63
2747;"US-2014-109036";"2014-12-20";"2014-12-25";2656;228;2;3;31.05;14.9
2748;"CA-2016-103037";"2016-07-25";"2016-07-29";2664;637;2;4;15.71;5.7
2749;"CA-2017-164049";"2017-11-02";"2017-11-06";2669;1532;2;5;23.85;10.73
2750;"US-2016-129469";"2016-09-23";"2016-09-27";2679;1147;2;2;4.91;0.31
2751;"CA-2014-143917";"2014-07-25";"2014-07-27";2685;11;1;8;77.92;34.28
2752;"CA-2014-143917";"2014-07-25";"2014-07-27";2685;1294;1;5;8187.65;327.51
2753;"CA-2014-143917";"2014-07-25";"2014-07-27";2685;63;1;4;53.72;15.04
2754;"CA-2014-154641";"2014-08-11";"2014-08-16";2686;338;2;1;375.34;18.77
2755;"CA-2015-115798";"2015-11-13";"2015-11-19";2687;974;2;2;89.98;43.19
2756;"CA-2015-115798";"2015-11-13";"2015-11-19";2687;862;2;3;299.97;56.99
2757;"CA-2015-115798";"2015-11-13";"2015-11-19";2687;631;2;7;42.28;19.87
2758;"CA-2015-115798";"2015-11-13";"2015-11-19";2687;1471;2;3;377.97;94.49
2759;"CA-2017-116358";"2017-11-02";"2017-11-06";2698;393;2;6;27.78;9.17
2760;"CA-2017-116358";"2017-11-02";"2017-11-06";2698;999;2;3;18.24;9.12
2761;"CA-2014-143903";"2014-07-20";"2014-07-24";2701;440;2;2;981.37;-140.2
